text,label
"mr . deeds is sure to give you a lot of laughs in this simple , sweet and romantic comedy .",1
"directed without the expected flair or imagination by hong kong master john woo , windtalkers airs just about every cliche in the war movie compendium across its indulgent two-hour-and-fifteen-minute length .",1
"suffering from his flashbacks , vince doesn't realize that ellen has also disappeared from the cemetery , right before his eyes .",0
"shot on wide screen digibeta , sendak with his night kitchen theater partner , arthur yorinks and pilobolus artistic directors robby barnett , michael tracy , and jonathan wolken shows us the tenacity and wit that drive the creative process when serious artists work together .",0
"not only does the movie fail to make us part of its reality , it fails the most basic relevancy test as well .",1
"in 1946 , tests began using nazi v-1 "" buzz bombs "" launched from the decks of american diesel submarines .",0
"the idea of 49-year-old roberto benigni playing the wooden boy pinocchio is scary enough . the reality of the new live-action pinocchio he directed , cowrote and starred in borders on the grotesque .",1
the advantage of a postapocalyptic setting is that it can be made on the cheap . any rock pile will do for a set . reign of fire has the disadvantage of also looking cheap .,1
the threat implied in the title pokémon 4ever is terrifying  like locusts in a horde these things will keep coming .,1
"once she lets her love depraved leads meet , [denis'] story becomes a hopeless , unsatisfying muddle",1
"the wonderful combination of the sweetness and the extraordinary technical accomplishments of the first film are maintained , but its overall impact falls a little flat with a storyline that never quite delivers the original magic .",1
"frank spens his days paying for his past sins and steve wants to be dean martin in "" oceans 11 "" .",0
"the school administration calls in the acting sheriff to conduct "" a delicate and discrete investigation "" - a whitewash .",0
a shy aristocratic english woman falls in love with a dashing younger artist and then rejects him fearing what society may think .,0
stevie is already five minutes pregnant by her italian footballer husband .,0
will lightman is a hip londoner who one day realizes that his friends are all involved with the responsibilities of married life and that leaves him alone in the cold .,0
"there , they plot revenge on those who made fun of them , and especially the power-hungry christine .",0
